chunk_id,summary
17_梅軒小組收研組收藏品書寫_展示組投影機修,科工館收研組正進行年度收藏品書寫計畫，針對具故事性的收藏品進行記錄。展示組已於2月8日完成營運管理資訊專區聯電木拉克紀念館投影機修復。近期拜訪遊艇服務公會潘太安理事長，說明與捷克遊艇合作狀況，並獲對方允諾協助推動後續合作，預計兩天後回報進度。請收研組及展示組加緊作業。
18_114年度工廠及活動進度報告_1月14號,科工館於1月14日進行工廠部分驗收，發現兩項缺失，已於2月7日請設計建造單位改善。室內裝修許可延至4月30日，目標3月24日前完成第一階段審查，4月21日前完成所有作業。因廠商延誤，將予發責，復驗由本機關（科工館）辦理。課教組提供製造進度檢報，並由廠商負責改善缺失。
19_驗收流程試裝圖審消防圖審時間順序廠商配合,科工館正與廠商協調試裝圖審與消防圖審的順序與時間表，目標於3月24日前完成。試裝圖審可與消防圖審同時進行，但後續建築時空會、消防局的資料準備需分階段。為確保廠商配合，已與廠商確認圖審順序與時間，並請密疏室積極協助，以白紙黑字明確責任，避免延宕至今的狀況再次發生。
20_驗收進度嚴重延遲可能導致後果_責任人朱玲,朱玲、建良、秘書室負責的驗收進度嚴重延遲，已拖至2月中，部分驗收未完成。Speaker_09強調僅剩三次送件機會，若再次被拒絕後果嚴重。要求朱玲積極負責，建良、秘書室指定專人協助，務必以管的立場處理，並每週向Speaker_09報告執行進度。科工館須積極協助，釐清問題關鍵點，避免事件延宕產生不良影響。
21_活動辦理狀況紀錄_活動規劃一一三年度_一,科工館於去年十月至十二月已辦理22場次夜間活動，主題共七項。今年二月已辦理16場，包含東映影（6場次）及無人機課程。三至五月規劃紅皙咖啡、琉璃飾品、創意編織及精品洋酒品嚐課程（每人2900元，限10-30人，科工館分潤四成）。課程包含酒品科學分析與盲飲測試，針對成人樂齡族群設計。展示組協調全美科學營隊場地。
22_三到五月活動規劃紅皙咖啡創意琉璃兒童節編,科工館規劃三至五月活動包含紅皙咖啡、創意琉璃、兒童節編織及洋酒品嚐課程（每梯次2900元，10-30人）。秘書（Speaker_09）反映活動空間規劃問題，原規劃可見綠地的空間被改為辦公室和儲藏室，影響上課體驗。要求負責單位（大大）整理牆面，恢復可視性，吸引民眾進入參觀。
23_天氣效應生意影響_創客課程參與人數_創客,Speaker_09 指出，創客工廠的營運狀況需檢討，尤其需研究天氣等因素對參與人數的影響，避免因過於隱蔽導致客流減少。同時，請科教主針對九月至本月半的創客課程參與人數統計，確實檢討創客工廠的績效，並將此列入紀錄，以供15年後參考。
24_15年預算縮減四分之一_工作人員成本高於,科工館15年度預算將縮減四分之一，目前營收計算未納入固定及隱性成本，人力成本過高，甚至超過營收。能力部分成本估算也未精算。需要釐清計畫用人經費來源，是來自建陽單位或創客空間。
25_創客工廠人員配置不足影響推動進度_需要專,創客工廠推動進度受阻，主要原因是人員配置不足。目前僅有一位助理、一位工讀生及一位約用人員（尹靜儀），但尹靜儀尚有其他工作，導致創客工廠未被視為重要工作項目。Speaker_09認為，推動不易更需專人負責，以想辦法推進。
26_檢討創客工廠十年發展空間及成效,科工館請柯教主檢討過去十年創客工廠的發展空間與成效。考量推動不易，需專人規劃如何借力使力，避免投入大量人力物力卻成效不佳。檢討範圍應涵蓋創客工廠設立以來至今的發展，以評估科工館的發展空間與方向，並將此列為年度重點工作。
27_柯教主需改變以往作風三到五月開設課程吸引,科工館今年度重點是請柯教主改變以往作風，於三到五月開設成人課程，確認創客工廠活動的可行性並做出成績。目標是透過課程吸引成年人參與，並確認活動是否符合創客工廠的定位。
28_課程行銷效果差_參與人數少_無利潤,課程行銷效果不佳，參與人數過少，導致無法收支平衡。目前已開辦二十幾場課程，總計僅有154人參與，平均每場約5-7人，遠低於成本。 Speaker_09 認為現狀不應持續，需改善課程行銷方式，吸引更多人（包含柯教主、工夫組等）參與，才能達到收支平衡。
29_預算可能被砍_轉型服務對象_科教組需規劃,科工館因預算可能被砍，需科教組轉型服務對象。面對台灣高齡化與出生率下降（去年農年出生率低迷），不能只依賴兒童族群。科教組應聚焦規劃大人科學，吸引親子、年輕人、樂齡族群，並由兩位研究人員負責相關研究。目前競賽模式建置需研究人員投入，後續可交由其他單位微調。
30_模式建構後微調交給助理研究員副研究員_研,秘書長（Speaker_09）指示科教組，模式建構後，研發工作應由研究員負責，助理/副研究員協助微調，避免重複勞力。強調業務報告需聚焦年度施政目標，檢討每月執行進度，避免東寫西寫、重點不明。目前報告僅列出機器人大賽及科普Podcast，與實際工作不符，要求科教組重新更正報告內容。
31_朱玲補件_工作重點報告_醫院大廈第二廂,科工館近期工作重點包含：醫院大廈第二廂課程調整至18堂，收入220萬（去年350萬）；東林營隊春季班已開放報名；偏鄉教師研習與科教組補充報告；永續能源創作競賽及科技教育創意始作儀競賽；創客工廠課程（4/25-5/3）費用2900；228連假雙語轉動科學大場館；Podcast安排；教育審議小組作業要點修正；文宣品設計（三角龍、湯籠集等）；及援助民族教育計畫申請案（上限350萬）。
32_114暑假115寒假文宣品設計最後一次,科工館秘書彙報文宣品設計將由文化部、部工、混海生館接手，今年設計陸海空文創品。另，每月業務報告需詳實列報1月份成果及後續指示，並於當月管考匯報中提報執行情形，持續事項需協調配合，以利追蹤審核。教育部韓文社交館援助民族教育活動展品計畫上限350萬。
33_原住民教育計畫_科學節結合_博物館各項業,科工館1月份工作重點包含：38婦女節活動改至高梅館；原大證券5/17辦理企業家庭日（預計1300人）；推動忠誠計畫結合國科會計畫之智慧化語音導覽（中英日、台語、客語）；以文創品/門票兌換刺激志工參與；高科大學生服務學習合作（39人）；規劃樂齡課程（與建良合作，茶療、咖啡、琉璃、編織等）；105年高通溜滑梯帶來收入600萬。科教組、展示組、公務室皆有相關業務。
34_38婦女節活動場地改至高梅館_家庭企業日,科工館正進行雲端導覽建置，初期先於部分展廳（約20-30個）導入中英日三語系QR code導覽，目標逐步擴展至全館60個單元。未來需審慎規劃忠誠計畫經費（社教機構發展補助），因115年預算可能減少，優先投入民生用途，並考慮展品特性決定導覽重點。負責單位為展示組與收演單位，黃俊夫負責相關事宜。另洽談中華電信南區分公司合作，及中郵林園廠區親人pressure展合作。
35_預算減列_志工管理機制建立_志工專長調查,館長指示建立志工管理機制，每月20日安排館長或工服組主任與志工面對面交流，優先處理重要事務，避免浪費時間。初期安排館長出席，之後由工服組主任負責。目前正調查彙整志工專長（裁縫、化學、繪畫、資訊、手語等），預計3月底完成，將提供展聽召集人參考。
36_科教活動結合_創客課程規劃_票價調整程序,科工館正與科教組結合創客課程，需釐清與休閒興趣的關聯性。業務匯報中，需追蹤科教活動、志工配合、票價調整及收入分析（展示主移、服務收入）。票價調整程序上，科工館應配合行政院及教育部，並確認後續法規程序，與科博館調整進度，避免預告與實際執行不同步。需科教組及工服組配合，並由展示主負責收入分析。
37_修正案送教育部審閱程序延遲爭議_管所漲價,科工館與其他管所正與教育部、財政部協調漲價程序。公務組已修正並送教育部審閱，預計公告期為六十天。因教育部分管法規公告程序與其他單位不同，導致程序重跑，其他管所亦受影響。為避免外界指責聯合漲價，建議柯國管先走一步，並以中部地區可接受為例，爭取南部地區漲價空間。
38_館內展示廳導覽資源盤點與科技運用規劃_客,公務組建議盤點十八個展廳，評估各單元是否需導覽，並檢視過去兩三年「與應導覽」的效益（已整合至科工館網站/QR code）。今年科技導覽預算400萬，需規劃好運用及後續維護。另考量27年資導覽志工老化，規劃新舊志工分工與客語導覽整合（含教育部、國發會計畫），兼顧科技與人力服務。
39_計畫交代_教育部國發會_客語語音服務效應,科工館秘書回覆：
40_50元公本費評估_停車場管理問題_成本效,科工館停車場管理問題亟待改善。觀眾反映停車場系統無法準確顯示空位，導致明明有空位卻不讓車輛進入，已發生多月。若廠商不願更新巡衛系統（可能需花費不貲），建議公務組改以手動服務，避免推卸責任。另有民眾無視安全規定，騎機車進入停車場，公務組應加強督導，避免發生意外，並提升本館形象。
41_委外廠商評鑑改善服務品質績效考核客觀印象,科工館定期每月評鑑委外廠商（如清潔公司），但問題未有效解決。若廠商未改善服務品質，將列入績效考核。科工館認為廠商投資報酬率高，應積極改善，尤其需注意週末假日人潮時服務品質，避免影響民眾印象。委外廠商視同館員延伸，館方需為廠商服務負責，不得推卸責任。
42_積極改善服務品質_列入紀錄限期改善_館員,科工館對委外廠商或臨時工的服務品質負有延伸責任，館內須列入紀錄並限期要求改善。若因廠商服務品質不佳影響館譽，外界不會區分委外與否，一切歸咎於科工館。館方不能推卸責任，須主動發現問題並要求改善，避免館方承受負面評價與投訴。
43_這段文字的對話主題主要是_博物館_美術館,科工館近期節能措施與場地管理重點：
44_改善城市空瓶不良處_閉館流程修正_報告簡,科工館為改善城市空瓶問題已密封污水坑並進行地產清潔，採購氣體偵測器監測空氣品質。為確保民眾安全順利離館，閉館流程提早2分鐘，新增5點3分中央控制第二次語音提醒，5點8分提早關閉展廳燈光。展示組負責調整展示區照明及動線標示，並完成六項既有及新增的修繕措施。驗收SOP已列出。
45_資訊小組協助流程圖整理與教育部計畫進度明,資訊小組協助各組室整理流程圖及教育部計畫進度。Speaker_09建議，資訊小組擅長理清邏輯與步驟，可協助各組室畫流程圖，避免作業停滯。資訊小組已修改流程，明確各人負責的事項。Speaker_09並強調第31頁關於教育部計畫進度，需寫清楚申報竣工、驗收等時程。
46_12月未完成變更監測_教育部協助人力負擔,科工館正協助教育部工作，但因協助導致館內人力負擔重，已佔用每月約兩天（十幾個工作小時）時間，並無加班費或相關費用。115年度概算額度遭減編約7810萬，影響基本營運，各組需檢討業務需求。體驗設施剩七項，將影響後續收入。主計室已提出相關報告，請主管宣導並照指示辦理。
47_收入影響_廠租驗收_廠商改善_費用計算,科工館正與廠商協商綠能探索館廠租驗收事宜。因部分驗收未過，恐影響2月10日前租金繳納。雖已部分驗收通過，但廠商需限期改善未過關部分，科工館需積極督促，避免爛尾。秘書處、科教組應釐清費用計算方式，並將討論列入管務會議記錄。另，113年聯報已製作完成，各組織可申請。
48_績效目標評分表回報教育部修正_open,科工館已於1月23日將114年度績效目標評分表函報教育部，教育部於2月3日回覆建議修正滿意度調查與研發成果目標值，皆訂為113年達成值。另教育部要求納入open data至KPI，並設定今年至少上傳兩筆資料。網頁小組將向各組室說明open data細節及執行程序，並由各組室窗口回覆。
49_邀請會議_報告寫法_合作備忘錄,秘書說明管務匯報報告撰寫方式，提醒避免提及軍長，應改為館長。另，提報本館與高雄市立空中大學簽署合作備忘錄案，請柯教主討論。
50_本館與高雄市立空中大學簽署合作備忘錄參與,科工館接受高雄市立空中大學邀請，參與教育部推動的第三人生大學計畫。空中大學校舍體驗設施及參訪地點較少，希望與科工館簽署MOU合作，共同推動第三人生大學相關活動。科工館已於1月14日與教育部相關人員討論過此案。
51_協議條款冗餘且表達不明確_需要精簡和重新,協議條款冗餘且不明確，Speaker_09認為費用處理及研究設備提供應納入更廣泛的合作原則中，避免重複強調。部分條款如尊重來訪者建議、研究設備提供等，實質上已包含在平等互惠原則下，不需額外強調。建議精簡協議，將相關費用及設備討論納入首要合作原則即可。
52_確認擬定的內容,擬定的內容先由科工館內部審酌確認，避免直接將未經充分討論的內容提供合作對象。Speaker_09 認為內部先審核能確保內容品質，避免對方認為科工館未認真準備，影響合作效果。目前擬定的內容由科工館負責擬定並送交對象確認。
