chunk_id,summary
21_活動辦理狀況紀錄_活動規劃一一三年度_一,科工館自一一三年度起積極規劃夜間活動，至二月已辦理十六場，包含十二場東映影和六場無人機課程（穿堂競賽場地）。三至五月規劃紅皙咖啡、琉璃飾品（回收玻璃瓶）、兒童節編織和精品洋酒品嚐（與英蓋洋酒商合作）。洋酒課程收費每人兩千九，限十至三十人，科工館分潤四成。課程內容包含酒品科學反應與盲飲測試，並針對成人樂齡族群設計。展示組協調全美科學營隊。
22_三到五月活動規劃紅皙咖啡創意琉璃兒童節編,三至五月科工館規劃多項活動，包含紅皙咖啡、創意琉璃、兒童節編織、及與英蓋洋酒商合作的洋酒品嚐課程（每梯次2900元，10-30人）。講師與館方拆帳比例為四六。活動強調品酒體驗與化學反應探討。 Speaker_09 指出空間規劃問題：原本可見綠地的區域被改為辦公及儲藏空間，影響上課體驗，要求重新整理牆面，開放視線。
23_天氣效應生意影響_創客課程參與人數_創客,創客課程參與人數與創客工廠績效需深入檢討。Speaker_09認為，營運模式需調整，避免密密實實造成參與者卻步，影響生意。請科教主針對九月至本月半的課程統計數據，確實檢討創客工廠績效，並將此列入紀錄，以利未來營運改善。
24_15年預算縮減四分之一_工作人員成本高於,科工館 15 年預算縮減四分之一，現行營收模式問題嚴重，工作人員及水電等固定成本、隱性成本未納入計算，且能力部分估算粗略。營收若僅計算材料費，恐入不敷出。需檢視計畫用人與創客空間經費，以及建陽部門的資源配置。
25_創客工廠人員配置不足影響推動進度_需要專,創客工廠推動進度受阻，主要問題在於人員配置不足。目前僅有助理、工讀生及約用人員尹靜儀，但尹靜儀身兼多職。Speaker_09認為，創客工廠未被視為重要工作項目，推動不易，亟需專人負責，想方設法推動發展。
26_檢討創客工廠十年發展空間及成效,科工館檢討創客工廠十年發展成效迫在眉睫。主要發言人要求柯教主負責檢討，評估創客工廠在科工館的發展空間與成效，避免人力物力投入徒勞無功。重點在於借力使力，提升發展效益。
27_柯教主需改變以往作風三到五月開設課程吸引,科工館今年度重點在於請柯教主改變以往作風，於三到五月開設課程，吸引成年人參與創客工廠活動，並確認其可行性及做出實際成績。目標在於確認創客工廠能主辦具吸引力的活動，並藉此評估成效。
28_課程行銷效果差_參與人數少_無利潤,課程行銷效果不佳，參與人數過少，導致無法收支平衡。目前已開辦二十幾場課程，總計僅有154人參與，平均每場約5-7人。Speaker_09認為現況不該持續，希望提升課程行銷，吸引更多人參與，包括「柯教主」與「工夫組」等不同對象。目前營運模式無法達到成本平衡。
29_預算可能被砍_轉型服務對象_科教組需規劃,科工館面臨預算可能被砍，需科教組轉型服務對象。由於台灣高齡化及出生率下降，未來若僅依賴年輕族群，館方營運將面臨困境。因此，科教組需規劃大人科學、親子活動、吸引年輕人與樂齡族群，並將研究人員的重點工作放在建立競賽模式，以提升效益並適應社會變遷。
30_模式建構後微調交給助理研究員副研究員_研,主要發言者（Speaker_09）強調研發人員應專注創新，避免重複勞力。要求科教組落實，業務報告需聚焦年度施政績效目標，檢討每月執行進度。批評現有報告內容雜亂無重點，以醫院份子的機器人大賽、科普podcast為例，要求重新更正報告內容，聚焦重點工作。
31_朱玲補件_工作重點報告_醫院大廈第二廂,科工館近期工作包含：醫院大廈第二廂課程從原訂66堂減至18堂，收入220萬較去年350萬減少，將於3月底提出檢討報告。東林營隊春季班已開放報名。偏鄉教師研習與科技教育競賽（永續能源、創意始作儀）持續進行。創客工廠規劃4/25-26、5/2-3課程。228連假有雙語科學大場館活動。Podcast、教育審議小組、文宣品設計（三角龍、湯籠集等）與教育部援助民族教育計畫申請案（上限350萬）也在進行中。
32_114暑假115寒假文宣品設計最後一次,科工館將完成114暑假與115寒假文宣品設計，後續由文化部、部工、混海生館接手。另，教育部韓文社交館援助民族教育活動展品設計計畫申請案上限350萬。各業務單位需確實執行業務報告與管考，並將1月份業務成果與指示事項於2月份的報告中列出，持續進行事項若需跨部門協調，亦可於報告中提報。
33_原住民教育計畫_科學節結合_博物館各項業,會議討論原住民教育計畫與科學節結合，科教組負責統籌，經費來自教育部原住民及特教預算，總額度350萬。科工館1月份工作重點包括38婦女節活動改至高梅館、中華電信家庭日洽談、原大證券企業家庭日(1300人)、智慧化導覽服務(中英日台語客語)、志工文創品兌換、高大服務學習(36位學生+39位學生)、樂齡計畫結合志工人力開課(茶療、咖啡、琉璃製作、創意編織)。105年服務收入最高4500萬，較往年增加600萬。
34_38婦女節活動場地改至高梅館_家庭企業日,科工館正積極推動雲端導覽建置，初期規劃於60個展示單元導入中英日三語系QR code導覽，但考量忠誠計畫經費可能減少，需有計畫性鋪滿，並優先將經費用於民生用途。展示組與收演單位需掌握親人pressure展的完成與開展時間，與中郵南區分公司協商合作。
35_預算減列_志工管理機制建立_志工專長調查,為有效利用預算，館長指示建立志工管理機制。首月（2月20日）館長親自與志工交流，了解需求，並強調重要資訊應直接向館長或國服組同仁反映，避免浪費時間。後續每月由國服組主任固定參與，解決志工問題。目前正彙整志工專長調查（裁縫、化學、繪畫、資訊、手語等），將提供展聽召集人參考，預計3月底完成。
36_科教活動結合_創客課程規劃_票價調整程序,會議討論多項議題： 1. 科教活動與創客課程結合，需科教組規劃，並確認與休閒娛樂的區別。 2. 業務匯報追蹤，展示主移收入分析，需釐清管考責任單位（展示主或本館）。 3. 票價調整程序：不建議先預告七月調漲，應配合行政院公報程序，並與科博館進度協調，確認教育部及法規會流程。
37_修正案送教育部審閱程序延遲爭議_管所漲價,公務組已將修正案送至教育部審閱，但教育部的法規公告程序與其他單位不同，導致程序多次重跑。教育部需與財政部協調公告。管所漲價時程需掌握，避免外界解讀為聯合漲價。柯國管可先試探輿論反應，並強調不同地區接受度差異，以完成程序。
38_館內展示廳導覽資源盤點與科技運用規劃_客,公務組建議盤點十八個長室的展示廳，評估導覽需求，並釐清科技導覽與人力導覽的區分。考量過去建置的「與應導覽」已整合至科工館網站及QR code，並建議公務組規劃新一批導覽志工的職責。今年科技導覽預算為400萬，需規劃資金運用及後續維管。另，展示組需負責盤點現有展廳並針對60個單元（含國語、台語、客語、英語等多語言）建置與應導覽。
39_計畫交代_教育部國發會_客語語音服務效應,科工館建議針對客語語音服務的效應連結導覽團員，並審慎評估29月推出的志工樂齡創客課程優惠方案。目前規劃花50元公本費可換購單堂至少400元的課程，恐有由奢入簡之嫌，需重新考量成本效益。另建議公務組重視觀眾反映的意見。
40_50元公本費評估_停車場管理問題_成本效,科工館停車場管理出現問題，民眾反映入口明明有空位卻不讓車輛進入，問題已持續數月未改善。更新巡衛系統成本高昂，若廠商不願投資，建議公務組改以人工服務，避免推卸責任。同時，也反映部分服務人員態度不佳、安全問題（機車進入車道）和形象問題，請公務組加強督導，避免發生意外。
41_委外廠商評鑑改善服務品質績效考核客觀印象,科工館定期每月評鑑委外廠商（如清潔公司），但問題未解決。若廠商未積極改善服務品質（尤其在人潮多時），將列入績效考核。科工館強調，委外廠商代表館方形象，館員需視同他們為館員的延伸，不能迴避責任，應積極要求改善，因為投資報酬可觀。
42_積極改善服務品質_列入紀錄限期改善_館員,科工館館員需為所有駐館服務人員（包含委外人員、臨時工等）的服務品質負責，館方需將服務品質列入紀錄並限期改善。館方不能以委外為由推卸責任，所有人員的行為都視為館員的延伸，避免負面印象損害館譽。館方需主動發現問題並要求改善，避免他人因服務品質問題而對科工館產生負面評價。
43_這段文字的對話主題主要是_博物館_美術館,科工館因應節能減碳，建議科教組採使用者付費原則，從場地營運收益支付電費，並調整節能時控系統，提早關閉展廳及走道燈光。具體措施包括：4點55分首次閉館語音提醒、5點展廳螢幕關閉、5點3分二次語音提醒、5點8分關閉展廳燈光、5點10分關閉走道燈光。污水坑已密封，並採購氣體偵測器監測空氣品質。
44_改善城市空瓶不良處_閉館流程修正_報告簡,科工館為改善城市空瓶問題已密封污水坑、進行地產清潔並採購氣體偵測器。為確保民眾安全順利離館，閉館流程將提早2分鐘，新增5點3分中央市第二次語音提醒，並調整節能時控時間。展示組需調整展示區照明及標示動線。採購案件需簡述各組案件數，驗收SOP需儘速完成。
45_資訊小組協助流程圖整理與教育部計畫進度明,資訊小組應協助各組室流程圖整理，釐清執行教育部計畫進度。Speaker_09建議，資訊小組能協助流程梳理，尤其在理清觀念方面，並針對第31頁的教育部計畫進度（含申報竣工、簽辦驗收、派員成合中等），明確時程與負責人，避免計畫執行停滯。Speaker_03補充資訊小組已修改流程，增加負責人說明。
46_12月未完成變更監測_教育部協助人力負擔,科工館正協助教育部工作，但造成館內人力負擔，約佔用每月同仁兩天工作時間，且無加班費。115年度概算額度因政策調整減編約7810萬，影響基本營業，各組需檢討業務需求。目前體驗設施僅剩七項，可能影響後續收入。主計室需確認並依指示辦理。
47_收入影響_廠租驗收_廠商改善_費用計算,科工館與廠商就綠能探索館廠租部分驗收議題討論：1月14日已部分驗收，可開始收費；2月8日第一次驗收，仍有部分未通過需限期改善，但不影響租借廠商場地使用及2月10日前應繳交費用。Speaker_09 強調應積極督促廠商辦理，並將此議題列入管務會議紀錄。另，113年聯報已完成製作，各組織可申請。
48_績效目標評分表回報教育部修正_open,科工館配合教育部指示，將政府資訊公開的open data納入114年KPI關鍵績效指標，今年度至少需上傳兩筆資料。管內程序已完成，1月23日函報教育部，教育部於2月3日回覆建議修正滿意度調查與研發成果目標值，由網頁小組與各組室協調open data相關事宜，並由各組室窗口回覆。
49_邀請會議_報告寫法_合作備忘錄,科工館同仁注意，匯報報告請聚焦館務，避免提及軍長等不相關人士，可改為館長。另，本館正討論與高雄市立空中大學簽署合作備忘錄一案。請各位留意報告撰寫格式及提案內容。
50_本館與高雄市立空中大學簽署合作備忘錄參與,科工館參與教育部推動的第三人生大學計畫，將與高雄市立空中大學簽署合作備忘錄（MOU）。空中大學校舍體驗設施較少，希望與科工館合作，提供參訪地點與交流，共同推動第三人生大學計畫。柯教主、瑞州單位為此案提報。
51_協議條款冗餘且表達不明確_需要精簡和重新,Speaker_09認為協議條款冗餘不明確，費用處理和研究設備應納入更廣泛的合作原則。他質疑多處重複強調，例如尊重來訪者建議和研究設備提供，認為這些應基於平等互惠原則，無需額外約定。他建議精簡條款，將相關內容合併至第一或第二點，以避免不必要的重複。
52_確認擬定的內容,擬定的內容先由科工館內部審酌，避免直接提交未經確認的草稿給對方，造成質疑。團隊需共同檢視內容，確保品質與適切性，再送交確認。
